platform,product_id,product_name,category,brand_name,review_count,avg_rating,n_negative,n_neutral,n_positive
musinsa,5838236,[증정] 레드이치 케어크림 330ml 2입,기타,illiyoon,53,4.773584905660377,0,2,51
musinsa,5838249,[증정] 울트라리페어 로션 528ml 2입,기타,illiyoon,106,4.830188679245283,1,4,101
musinsa,5841340,[쌩얼속보습 SET] 스킨 베리어 카밍 로션 EX 220ml+카밍 립 에센스,기타,ongredients,62,4.693548387096774,0,5,57
musinsa,5847863,펌핑 핸드로션 클래식+튜브 핸드크림 골라담기,기타,kamill,25,4.96,0,0,25
musinsa,5848372,리얼 히알루로닉 100 토너 500ml,토너,wellage,132,4.954545454545454,0,1,131
musinsa,5859496,[옵션선택] 코튼풋 발을씻자 풋샴푸 510ml 2개 + 리필 500ml 1개,기타,onthebody,170,4.976470588235294,0,1,169
musinsa,5860581,카밀 미니 핸드크림 30ml 10개 세트,기타,kamill,87,4.816091954022989,1,1,85
musinsa,5863370,레드이치 케어 크림 75ml,기타,illiyoon,30,4.766666666666667,0,1,29
musinsa,5865398,[2개] 아쿠아 퓨어 히알루로닉 크림70ml (증정: 멀티 히알루론산 마스크 2매),기타,beplain,32,5.0,0,0,32
musinsa,5867126,리프레시 헤어 퍼퓸 아브라카다멈,기타,bussi,30,4.866666666666666,0,0,30
musinsa,5878267,[모남희콜라보] 두피강화클리닉 캡슐트리트먼트 더블기획(200mlx2)+모남희 스마트톡 증정,기타,laboh,46,4.978260869565218,0,0,46
musinsa,5908411,[대용량] 펩타이드-132 울트라 퍼펙트 헤어 본딩 트리트먼트 240mL,기타,cosrx,40,4.95,0,0,40
musinsa,5920737,[Pink에디션] 에센셜 스킨 누더 쿠션 (리필포함)(쿠션 블러쉬 파우치 #핑크 + 앰플선 5ml 증정),쿠션팩트,jsm,118,4.8474576271186445,0,2,116
musinsa,5924219,[화잘먹 크림 미스트] 하이드라 판테톨 베리어 미스트 120ml,미스트,9wishes,38,4.921052631578948,0,1,37
musinsa,5929317,매트 볼륨 스프레이 145ml,기타,gatsby,30,4.9,0,0,30
musinsa,593092,데일리 안티헤어로스 단백질 트리트먼트 500ml,기타,dashu,357,4.857142857142857,2,4,351
musinsa,5954006,UV프로텍터 톤업 라벤더 SPF50+ PA4+ 50ml,기타,hera,20,4.8,0,0,20
musinsa,5975244,[2개부터 구매가능] 퍼펙트 실드 톤업 선크림 40ml,선크림,musinsastandardbt,192,4.78125,1,4,187
musinsa,5983006,리쥬 토닝 선 쿠션,쿠션팩트,nuse,60,4.783333333333333,1,1,58
musinsa,5985029,[SET] 다노날 창포 쿨링 스파 헤어팩 4매 (트리트먼트),기타,danonal,28,4.892857142857143,0,0,28
musinsa,5994198,[비비의 리얼리티] ELVIO C1 BLACK,기타,rieti1,39,4.948717948717949,0,0,39
musinsa,5998625,바이오레시피 1초 데미지케어 마블 헤어팩 300g/ 손상모복구 LPP 트리트먼트 단백질 헤어클리닉,기타,biorecipe,69,4.782608695652174,1,1,67
musinsa,6009184,데일리 모이스처 바디워시 프레쉬피치 1000MLX 2개,기타,dermab,24,4.791666666666667,0,1,23
musinsa,6012090,더마팩토리 나이아신 히알루론 21%세럼 80ml 2개,세럼,dermafactory,21,4.666666666666667,0,2,19
musinsa,6018695,다노날 창포 바이 엑소좀 두피 앰플 130ml,세럼,danonal,30,4.933333333333334,0,0,30
musinsa,6036830,오일렉스더블이펙트 샴푸/트리트먼트 1L 골라담기 + 샴푸 증정 구성,기타,kerasys,189,4.746031746031746,0,13,176
musinsa,6036892,비타 소프트 데일리 선 로션 150ml SPF50+ PA++++,기타,tocobo,27,4.925925925925926,0,0,27
musinsa,6044102,[두피괄사] 데일리 밀크씨슬 스피큘샷 스칼프 앰플 70ml (+50ml 샴푸증정),세럼,dashu,20,4.95,0,0,20
musinsa,6051576,비건 릴리프 무기자차 선크림 50ml 듀오 세트,선크림,athe,28,4.964285714285714,0,0,28
musinsa,6097389,[실리콘Free] 리추얼 3X 본딩 트리트먼트 200ml,기타,vodana,1089,4.9421487603305785,2,5,1082
musinsa,6109589,[유통기한 2027년 8월 초] 핸드&바디로션 300ml 6종,기타,chi,115,4.817391304347826,0,5,110
musinsa,6122940,어성초 카밍 토너 200ml,토너,heynature,115,4.834782608695652,0,1,114
musinsa,6156641,어린 새싹 클린 토너 200ml,토너,suiskin,95,4.936842105263158,0,0,95
musinsa,6156724,산양유 두피밸런싱 샴푸 470ml,기타,leivy,25,4.76,0,0,25
musinsa,6156766,산양유 밀크테라피 트리트먼트 220ml,기타,leivy,20,5.0,0,0,20
musinsa,6160188,대용량 프레쉬 모이스춰 스크럽워시 625ml 시트러스향 각질 제거,기타,illiyoon,22,4.954545454545454,0,0,22
musinsa,6163875,체이싱래빗_올어바웃글로우톤업크림,기타,chasinrabbits,944,4.690677966101695,11,38,895
musinsa,6163905,미드나잇 블루 유스 액티베이팅 드롭 20ml,기타,klairs,1020,4.800980392156863,7,30,983
musinsa,6163913,서플 프레퍼레이션 언센티드 토너 180ml,토너,klairs,100,4.93,0,1,99
musinsa,6163938,시카 애프터쉐이브 토너 스프레이,토너,lazysociety,227,4.920704845814978,0,2,225
musinsa,6164429,구아바 수분 콜라겐 미스트 100mL,미스트,benton,176,4.738636363636363,2,9,165
musinsa,6164430,글라이신 단백질 딥컨디셔닝 헤어팩 220mL,기타,benton,25,4.96,0,0,25
musinsa,6164642,쿨링 민트 드라이샴푸 150ml,기타,athanbe,85,4.858823529411764,0,0,85
musinsa,6176281,UV 디펜스 T24 멜라픽스 선젤 30ml,기타,ist,37,4.783783783783784,0,1,36
musinsa,6178328,볼륨 스타일링 에어 핏 스프레이 150ml,기타,doingwhat,89,4.842696629213483,0,0,89
musinsa,6183155,순한 수딩 선젤+,기타,truthofbeauty,70,4.942857142857143,0,2,68
musinsa,6187247,퍼퓸 헤어&바디미스트 100ml (5종 택1),미스트,skybottle,453,4.788079470198675,3,14,436
musinsa,6199502,스파 수분광채 스크럽 바디워시 히말라야 핑크솔트 600ml,기타,veilment,28,4.964285714285714,0,0,28
musinsa,6207604,이온 스플래쉬 수분 캡슐 크림 80ml,기타,makeprem,23,5.0,0,0,23
musinsa,6213430,언리시아 선셋 대즐 글로스 밤,기타,unleashia,22,4.590909090909091,0,4,18
musinsa,6217051,풀 초록35 톤업 선쿠션 (본품),선크림,te,294,4.707482993197279,1,18,275
musinsa,6221525,구스베리 쥬씨 글로우업 젤 크림 55ml,기타,byjuccy,29,5.0,0,0,29
musinsa,6221526,구스베리 다크서클 브라이트닝 아이크림 30ml,아이크림,byjuccy,30,4.8,0,1,29
musinsa,6227494,데일리 틴티드 선세럼 베일커버 (SPF50+ PA++++),세럼,beautyofjoseon,20,4.9,0,1,19
musinsa,6239322,스킨 베리어 카밍 로션 이엑스 220ml,기타,ongredients,2685,4.8148975791433894,14,58,2613
musinsa,6239332,스킨 베리어 카밍 로션 이엑스 80ml,기타,ongredients,61,4.819672131147541,0,2,59
musinsa,6239431,라이스 토너 150ml,토너,imfrom,136,4.926470588235294,1,1,134
musinsa,6239507,피브 하이퍼 하이드로 세럼 100ml,세럼,feev,3194,4.844395742016281,15,59,3120
musinsa,6246896,로즈마리 루트 인핸서 100ML,기타,aromatica1,1332,4.863363363363363,1,25,1306
musinsa,6246897,티트리 퓨리파잉 토닉 100ML,기타,aromatica1,705,4.886524822695035,2,12,691
musinsa,6246901,리츄얼 헤어 오일 라벤더 & 패츌리 50ML,기타,aromatica1,136,4.8088235294117645,2,5,129
musinsa,6252082,해남404 펩타시카 토너 250ml,토너,toun28,25,4.76,0,0,25
musinsa,6254001,파지티브 선 태닝 워터리 크림 SPF22 150ml,기타,shaishaishai,34,4.852941176470588,0,0,34
musinsa,6254711,비건 톤업 선쿠션 12g(핑크베이지),선크림,tonefitsun,168,4.732142857142857,2,6,160
musinsa,6254713,비건 듀이 커버 선쿠션 12g(누드베이지),선크림,tonefitsun,65,4.661538461538462,1,5,59
musinsa,6254714,비건 노세범 선스틱 18g,선크림,tonefitsun,102,4.931372549019608,0,0,102
musinsa,6257582,리프에이 왁싱케어 바디스크럽 200g,기타,plu,45,4.666666666666667,1,4,40
musinsa,6257594,헤어 하이드레이터 웨트 컬크림,기타,swagger,36,4.75,0,2,34
musinsa,6257649,제주 해수 볼륨 스프레이 210ml,기타,grafen,167,4.862275449101796,0,4,163
musinsa,6257935,헤어퍼퓸 미스트 50ML,미스트,pleuvoir,39,4.717948717948718,1,1,37
musinsa,6261460,[SET] 아쿠아 퓨어 히알루로닉 크림  2개 + 세럼 2개 (증정: 멀티 히알루론산 마스크 5매),세럼,beplain,83,4.975903614457831,0,0,83
musinsa,6271243,나이아샷 플러스 IPMP 트러블 블랙 세럼 30ml,세럼,dermatory,70,4.828571428571428,0,2,68
musinsa,6294956,두피 리셋 쿨링 앰플 10ml+리필 10ml,세럼,scabioll,34,5.0,0,0,34
musinsa,6294957,두피 코어 캡슐 앰플 10ml+리필 10ml,세럼,scabioll,32,4.96875,0,0,32
musinsa,6298605,하이퍼샷 앰플 50ml(3종 택1),세럼,amplen,23,4.913043478260869,0,1,22
