platform,category,product_name,rating,sentiment,review_content,review_date
oliveyoung,suncare,[2입 기획] 스킨1004 마다가스카르 센텔라 히알루-시카 워터핏 선세럼 50ml 더블기획,5.0,positive,"판매자에게 제품비 일부를 지원받았지만 저의 솔직한 후기입니다.

이거 제 친구가 촉촉하고 화잘먹템으로 좋다고 추천해서 사 봤는데 진짜 피부에 겉돌지도 않고 엄청 잘 먹어요 ㅋㅋㅋㅋ 여행 갈 때 들고 가려니 컴팩트했으면 좋겠는데 15ml짜리 증정품 들어 있어서 나이스입니다 😆 ㅋㅋㅋㅋ 백탁 없는 올영 추천템이래서 고개 끄덕 ㅋㅋ 저는 화장하기 전에 바르는 선크림을 진짜 중요하게 생각하는데 얘는 잘 맞아요 ㅎㅎ 잘 써 볼게요",2026-05-03
coupang,BB크림,"fmgt 파워 퍼펙션 비비크림 SPF37 PA++, V203 내추럴 베이지, 40g, 2개",5.0,positive,"갑작스러운 여행이 잡혀서 짐을 최대한 줄이고 싶어서
화장용품을 최소화해서 가지고 가려고 구매했어요.
그냥 기초에 요거 하나만 바르려고요!
원래 피부가 건조한 편인데, 어느정도 촉촉하면서
피부안색도 화사하게 해주는 것 같아서 마음에 드네요.
그리고 소용량으로 나와있어서 좋은 것 같아요.
색조화장품도 오픈하고 오랫동안 쓰는것도 안좋다고 하잖아요.
 딱 필요한만큼만 짜내서 얼굴에 발라주니까 너무 좋은 것 같네요.
원래 더페이스샵 비비 유명하기도 하고 일단 가성비도 있고 해서 구매한건데 잘한것 같아요.
피부 톤이 약간 밝은편인데 적당한 색상이기도 하고,
잡티도 어느정도 커버가 되어서 좋은 것 같아요.
그리고 너무 건조하게 만드는 비비도 있는데, 이건 적당한 보습과 보정으로 
무난하게 사용하기 좋은 것 같아요.
여튼 여행갈때 짐을 아주 확 줄일수 있어서 편했어요 ㅋ
원래 피부 알러지도 심해서 뭐 안맞거나 하면 확 뒤집어 지는 피부인데,
그런것 없었고 선크림 기능도 함께 있다보니 좋았던것 같아요.
자외선이 아무래도 잡티에 주범이잖아요? 
엘지생건에서 나온거기 때문에 더믿음이 가고, 제가 열흘동안 쭈욱 써봤지만
들뜸없고 톤 보정도 되면서 화사한 느낌을 줘서 애프리콧베이지로 선택하길 잘한 것 같네요.
그리고 패키지를 눌러 주기만 하면 되어서 양 조절도 너무 쉬웠고요.
사실 퍼프나 다른 도구 없이 그냥 손으로 대충 슥슥 발라줬는데도
꽤 괜찮았습니다! 다음에도 여행갈땐 요거 다시 구매해서 가져갈것 같아요!",2026-03-14
musinsa,,[바디클렌저]페퍼민트 퓨어 캐스틸 솝 950ml,5.0,positive,여름에 쓰면 정말 시원한 바디워시입니다 뽀득해요,
oliveyoung,suncare,[포켓몬에디션/쿨링진정] 브링그린 알로에 97% 수딩젤 300ml (쿨러기획/2입/단품),1.0,negative,진짜 너무 속상해요... 요즘들어 피부 좋았는데 어떻게 알로에팩 하자마자 피부가 다 뒤집어질수가 있죠ㅠㅠ 여기꺼 좋다고 하도 많이 봐서 써봤는데 민감성도 아니고 그냥 안맞는건지 다시 되돌릴 생각에 우울하기만 하네요,2025-09-28
oliveyoung,skincare,[단독기획/대용량] 파티온 노스카나인 트러블 크림 75ml 기획(+5ml),5.0,positive,"이거.. 진짜 꿀템 ,,
유튜브 보는데 이게 그렇게 유명하더라구요?!! 유튜버가 마켓
열었는데 바로 품절 되고 마켓 재오픈 했는데도 품절돼서 구매
실패했다가 그냥 올리브영에서 하나만 사보고 잘 맞으면 계속
재구매 하자! 라는 마음으로 구매해서 쓰는중인데 저는 그냥 
크림처럼 얼굴 전체에 바른 후에 흡수 시켜주는데 트러블 진정
효과가 뛰어나요 ,,♥️ 환절기 오면서 피부 뒤집어지고 트러블이
잘 올라오길래 너무 스트레스 받았었는데 이 제품 바르니까 금방
진정되고 바로 짠 트러블에 발라도 자극없구요ㅠㅠ🫶🏻🫶🏻
평소에는 트러블을 짠 후에는 어떻게 관리해야 하는지 잘 몰랐는데
냅다 이것만 발라주면 흔적도 잘 안생기더라구요..! 너무 만족 ㅠ
사랑하는 제품 하나 생겨서 얼마나 좋은지 몰라요🤎
피부가 많이 뒤집어진 날에는 다른 기초 단계 과감히 생략하고
패드 한 후 이 제품만 두번 발라줘요 ㅠㅠ 진짜 왕좋아요
싼 가격은 아니지만 나.. 이 크림을 항상 구매할 것이다 ..🥲♥️",2023-11-27
musinsa,,[2EA] 아쿠아 콜라겐 펩타이드 EX 멀티 크림 80ml(토너 9ml 증정),5.0,positive,"건성피부인데 수분감 많고 좋습니다
싸게 잘산것같아요",
oliveyoung,cleansing,메이크프렘 세이프 미 릴리프 모이스처 클렌징밀크 기획 (200ml+폼50ml),2.0,negative,"제품은 이상 없습니다

10일 넘게 기다렸고 예상 도착보다도 삼일 늦게 왔어요. 집앞에도 올리브영 있는데 이럴거면 나가서 살 걸 그랬습니다.. 문제는 배송되고나서 발생했어요. 개봉해보니 박스가 두개 다 열린 채로 왔습니다. 각각 다른 브랜드 제품이니 제품이 아닌 올리브영 물류의 잘못이겠죠. 확인해보니 모두 새 제품이지만 안에 먼지가 가득하고 박스도 여기저기 꾸겨진채 열려 왔으니 찝찝해서 앞으로 다시는 올리브영은 이용하지 않을 것 같습니다. 랄라블라나 롭스  같은 곳에서 구입하려구요.",2021-08-28
oliveyoung,maskpack,[10매/5종] 아비브 껌딱지 시트 마스크 스티커 10매 (어성초/수분초/마데카소사이드/콜라겐밀크/비타),4.0,positive,정말 부드럽고 피부에 자연스럽게 밀착돼서 만족했어요. 데일리로 사용하기 딱 좋은 제품 같습니다!,2026-05-31
oliveyoung,cleansing,바이오더마 세비엄 H2O 500ml,5.0,positive,피부에 부드럽게 흡수되면서 끈적임 없이 촉촉함이 오래 유지되는 제품이에요. 사용 후 피부결이 한층 매끈해지고 건조함이 줄어들어 데일리 케어로 만족스럽습니다.,2026-05-01
oliveyoung,skincare,"[남성 선물 추천] 우르오스 2종 세트 택1(지복합성, 중건성)",5.0,positive,"우르오스 2종기획 중건성 세트 후기
선물용으로 구매했습니다!! 우르오스 광고도 많이하고 남성분들도 많이 알고있어서 선물하기엔 좋은 제품이더라구요!! 향도 그렇게 많이 안쎄고 중건성용 건성용 세심하게 나눠져있어서 선택할수도있어요!! 발림성도 좋고 올인원 제품이라서 남성분들에서 선물하기 딱 좋은 제품입니다~!",2025-02-15
musinsa,,[보이넥스트도어 PICK] 니치퍼퓸 핸드크림 월넛크릭그린,5.0,positive,화면이랑똑같음색감이이쁘고재구매의사완전있음,
coupang,파운데이션,"더페이스샵 잉크래스팅 파운데이션 슬림핏 이엑스 30ml, 1개, V201 애프리콧베이지",5.0,positive,"더페이스샵 잉크래스팅 파운데이션 슬림핏 30ml , V203 네츄럴베이지 구매후기입니다. 
 
재구매입니다. 
같은 제품을 꾸준히 사용하고 있어요. 조금만 발라도 커버력이 우수해서 오래 사용하고 덧 발라줘도 좋아요. 
 
저는 23호 쓰는 노란끼 도는 피부입니다. 
색상이 여러개 선택폭이 넓어서 처음 고를때 고민을 했었는데 v203이 딱 맞네요. 
피부에 자극도 거의없고 밀착력도 우수해서 마음에 쏙 드는 제품입니다. 
적극 추천합니다. 
 
주문일자 ㅡ 26. 04. 17. 
배송일자 ㅡ 26. 04. 18. 유통기한 ㅡ 28. 11. 18. 배송기사님 감사합니다.",2026-04-18
musinsa,,로즈마리 루트 인핸서 100ML,5.0,positive,두피가 너무 개운해지고 쿨링감이 느껴져서 좋아요,
oliveyoung,suncare,7일특가[파데프리/톤업선쿠션]체이싱래빗 올어바웃 글로우 커버 선쿠션 15g(단품/핑거퍼프 증정기획),5.0,positive,"후기가 극단적이던데 전 만족스러웟어요 
메쉬멍이고 커버력도 좀 잇어서 오후에 무너진 화장에 바르기도 괜찮앗어요 다만 리필없고 케이스가 좀 짜치긴해여",2026-05-20
oliveyoung,skincare,[포켓몬 에디션] VT 피디알엔 글로우 앰플 미스트 100ml 더블 기획 (+포켓몬 티 코스터),5.0,positive,"💚 한달 사용 리뷰

1) 촉촉함
유분기는 적어서 번들거리거나 하지 않음 

2) 안개분사에 가까움
찍찍 뿌려지지 않아서 쓰기 좋음

3) 보습력
기름 섞여있는것만큼 촉촉 기름은 아님! 
머리에 묻어도 기름지지 않아서 좋음


수시로 뿌려주기 좋은 미스트로 추천👉🏻💚",2026-02-21
coupang,세럼,"웰라쥬 리얼 히알루로닉 블루 앰플, 100ml, 1개",5.0,positive,"★ 환절기 필수템! 피부 속까지 촉촉해지는 수분 앰플 ★
★ 민감한 피부에도 부담 없이 순한 보습 솔루션 :) ★
★ 아침·저녁 듬뿍! 100ml 대용량이라 마음껏 써요 ★
★ 당김 없는 촉촉함, 화장도 잘 먹어요! ^^ ★

◈ 구매 동기
요즘처럼 환절기되면 얼굴이 땅기고 푸석해지는 느낌이 자꾸 들잖아요~
저도 속건조가 심해져서 수분 앰플을 이것저것 찾아보다가
리뷰도 많고 평점도 높은 ‘웰라쥬 리얼 히알루로닉 블루 앰플’을 발견하고
한 번 써보자~ 하고 구매해봤어요.

사실 처음엔 100ml라는 용량에 조금 놀랐어요ㅎㅎ
“앰플치고 너무 많지 않나…?” 싶었는데,
지금은 “왜 진작 안 샀지?” 하는 생각이 드네요^^

◈ 제품 소개
 • 이름처럼 히알루론산이 주성분이고,
 • 판테놀, β-글루칸 성분도 함께 들어 있어서
보습과 피부 진정을 동시에 케어해주는 앰플이에요.
 • 용량은 100ml로 넉넉하고, 펌프형이라 위생적으로 쓰기 좋아요~

◈ 장점
첫 번째, 제형이 가볍고 끈적임이 없어요!
앰플인데 제형이 묽고 투명해서 바르면 촉촉하게 스며들고
끈적임 없이 산뜻하게 마무리돼서 너무 좋았어요.
흡수도 빨라서 바쁜 아침에 사용해도 불편함 전혀 없답니다 :)

두 번째, 속건조 해결에 정말 좋아요.
저는 건성 + 민감성 피부라 늘 속당김이 문제였는데,
이 앰플 쓰고 나서 화장도 잘 먹고 피부 당김도 확실히 줄었어요~
저녁엔 2~3번 레이어링해서 수분 팩처럼 쓰는데,
그렇게 하면 아침까지도 피부가 편안하더라구요ㅎㅎ

세 번째, 무향에 순한 사용감이 최고!
향도 거의 없고, 트러블 없어서 예민한 피부에도 잘 맞았어요.
부담 없이 데일리로 쓰기 정말 좋은 앰플이에요 :)

네 번째, 가성비 최고!
100ml 대용량인데 가격이 착해서 듬뿍 써도 아깝지 않아요.
매일 아침·저녁으로 사용해도 오래 쓸 수 있어요ㅎㅎ

◈ 구매시 고려사항
첫 번째, 처음 바를 때는 살짝 끈적한 느낌이 있을 수 있어요.
하지만 흡수되면 금방 산뜻해지니까 걱정 안 하셔도 돼요~

두 번째, 유리병이라 여행용으로는 다소 무거울 수 있어요.
집에서 듬뿍, 꾸준히 쓰는 용도로 추천드려요 :)

◈ 총평
촉촉함이 필요한 모든 피부에 강력 추천드려요!
저처럼 속건조, 민감성 피부이신 분들은 꼭 써보셨으면 해요.
물처럼 가벼우면서도 깊은 보습감이 남는
믿고 쓰는 웰라쥬 앰플이에요.

앞으로도 꾸준히 재구매할 예정입니다!
☆ 도움이 되었다면 “도움이 됐어요”를 눌러주세요. ^^ 늘 행복하세요.☆",2025-05-29
musinsa,,시카 아크네 클리어 바디워시 400ml 2pack,4.0,positive,피부가 좋아지는건 모르겟고 가성비로 쓰기 좋은 등드름 바디,
oliveyoung,cleansing,[호호뷰티PICK] 히야 마일드벗딥 클렌징 워터 300ml 기획(+클렌징패드 20매),5.0,positive,다쓰기전에 쟁여놓는템인데 오특이라길래 잽싸게 주문했어요! 요즘같이 환절기인 날에는 히야로만 세안해주고잇습니당.. 진짜 인생템..생필품.,2026-04-28
musinsa,,무실리콘 랩업 트리트먼트 750ml,5.0,positive,촉촉하고 미끌미끌하고 보습이 잘되는 느낌이에요 머릿결 무난하게 부드러워져요,
coupang,마스카라,"에뛰드 컬픽스 스키니 마스카라 3g, 01 블랙, 2개",5.0,positive,"마스카라를 잘 안하다가 최근에 좀 신경써야할일이 있어서 구입하려다 보니 구입하게 되었네요. 
사실 저는 쌍꺼풀이 진하고 겹쌍꺼풀이라 깔끔하게 올리는 기능만 하는 마스카라가 필요했는데, 
요즘 무슨 마스카라가 유명한지 몰라서 AI검색 끝에 이게 좋다고해서 한번 구입해 봤어요. 가격도 비싸지 않아서 부담없네요.
일단 숱많게 보이고 막 그런게 아니라 심플하게 생긴 모양이네요. 정말 스키니 마스카라 맞네요 ㅎㅎ
일단 오랜만에 마스카라하는거라 아래 쌍꺼풀 뿌리부터 위에 까지 슬며서 발라서 올리고 뷰러로 올리니 오 괜찮네요. 
깔끔하게 나 오늘 속눈썹올린다는 기분으로 구입하면 될 것같아요. 
3g양을 얼마나 쓸지는 모르겠지만 일단 스키니하게 나온 스타일이라. 막 양이 많아 보이진 않아요. 
또 몇달 쓰다가 후기평 추가로 올리겠습니다. 

Natural and Slim &ndash; Good for my eyes!

&quot;I needed a clean look for some events. My eyes have deep lines, so I like a natural touch. This thin mascara is what I wanted.

Tool: The brush is very thin. It is easy to put on from the bottom to the top.

Results: It looks very neat with a curler. It is not heavy at all. It feels like my own lashes.

Size: It is small, so it fits in my bag. I can use it all before it gets dry.

I will write more after using it for a long time. I like it!&quot;",2026-03-29
musinsa,,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),5.0,positive,"끈적임 없이 잘 흡수 되어 건조함 개선 되네요
사은품도 잘 사용 할께요",
musinsa,,정수리 냄새 고민해결 두피각질 티트리 스케일러 250ml 2개,5.0,positive,지성두피라 각질과 기름이 쉽게 생기는 타입이다보니 스케일러 제품을 좋아하는데 보통 소금알갱이가 있는 제품이라 물리적으로 없애다보니 자극이 될때가 있는데 스팀베이스는 화학적으로 녹이는거라 자극적이지도 않고 티트리덕분에 두피가 시원하면서 기름기가 잘제거되서 너무 좋아요! 저는 물타입 스케일러와 소금알갱이 있는 스케일러를 번갈아가면서 사용해요! 둘다 좋아요😁,
musinsa,,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),5.0,positive,가볍고 자극 없어서 좋았어요 양도 많고 가성비 좋아요,
musinsa,,그린 마일드 업 선 플러스 50mL 2개,5.0,positive,잘 포장돼서 무사히 안전하게 빠르게 도착했습니다~ 닥터지 샘플 써보고 좋아서 본품 구매했어요 순하고 발림성도 좋고 마음에 듭니다,
coupang,BB크림,"디오프러스 매직 비비크림 SPF50+ PA+++, 21호 내추럴베이지, 60ml, 1개",5.0,positive,"비비크림 이것저것 써봤는데 요거 완전 꿀템이네요.
바르고 나서 잡티나 모공 싹 가려주고
바른티도 거의 안나서 친구들이 피부과 다니냐고 합니다ㅎㅎ
비비하나 바꿨을 뿐인데..
가격도 좋고 부담없이 바르기 너무 좋네요
쿠팡에서 잘팔리는 제품은 역시 신뢰가 가요",2023-06-10
musinsa,,[2EA] 아쿠아 콜라겐 펩타이드 EX 멀티 크림 80ml(토너 9ml 증정),5.0,positive,자기 전에 이거 바르고 자니까 아침에 일어나도 피부가 촉촉해요!,
oliveyoung,maskpack,아이디플라코스메틱 페이스핏 플라스터 마스크 기획 (4+1),5.0,positive,"간단하게 붙일 수 있어서 좋아요.
마스크도 큰편이라 얼굴 전체 다 감싸지고 접착력도 좋았어요.
건성이라 혹시 큰 자극이 되지 않을까 걱정했는데 마무리가 촉촉해서 깜짝 놀랐어요.
각질이랑 피지가 붙어 나오면서도 많이 건조하지 않고 촉촉해서 전체적으로 개운하고 시원해요.
떼어낸 후 빨갛게 되는 곳도 없었고 보들보들하니 매끈해졌어요. 
마무리로 토너패드로 닦아내고 모공세럼으로 마무리 했어요. 그래도 자극은 있으니까 일주일에 한번이나 2주에 한번이 좋을것 같아요",2025-01-11
oliveyoung,skincare,[트러블 피부 추천/저자극 각질 케어] 제로이드 핌프로브 토너 200ml,5.0,positive,"징크성분이 들어있어 조금 건조해지긴 하지만 여드름이 아예 말라버려서 좋네요!
그리고 징크가 들어있다기엔 엄청 순해요!
성분도 단순해 항상 믿고 사용중입니다!! 재구매템 될것같아요",2026-04-17
oliveyoung,suncare,이지듀 기미 앰플 쿠션 리필 기획 (퍼프 2매 증정),1.0,negative,"쿠션 리필 배송이 안와서 기다리다 들어와봤습니다.
다른분도 남겼지만 구매인증 이벤트라고 해서 있는 설명대로 따라했는데 이게 무슨일일까요?
배송완료 된걸 찍어야 한다는 설명이 어디에 있을까요? 
이지듀,,,처음 샀는데 신뢰가 안되네요~",2025-07-17
oliveyoung,maskpack,[여드름/좁쌀] 스트라이덱스 맥스플러스패드 55매,1.0,negative,이거쓰고 장벽 무너져서 진짜 여드름 심해졌어요ㅠㅠ  이거말고 초록색? 그고 사세여ㅠㅠ,2025-09-11
musinsa,,워터 스플래쉬 선크림 세라마이드 60ml SPF50+ PA++++,5.0,positive,건성이라 이거 쓰면 안건조해서 좋아요 먄날 씁니다,
oliveyoung,suncare,[포켓몬에디션]브링그린 알로에97%수딩젤 300ml (2개입/단품),5.0,positive,수딩젤 팩 해보려고 산건데 피부 예민한 사람운 조심해야할듯,2026-05-18
musinsa,,비건 핸드크림 3개 골라담기,5.0,positive,너무 좋습니다 ! 냄새가 강하지 않아서 편하기 바르기 좋아요,
musinsa,,포어제로 오일 컨트롤 선스틱 + 오일컨트롤 페이퍼 1개,5.0,positive,"한여름내 잘바르고다녔습니다
잘썼네요 내년에다시",
musinsa,,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),5.0,positive,원래 쓰던거라 구입햇어요 저렴해서 넘 좋습니당 굿,
musinsa,,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),5.0,positive,원래 쓰던 제품인데 재구매 했어요 여름에 가볍게 발라주기 좋습니다,
oliveyoung,skincare,[단독기획] 아누아 복숭아 70 나이아신아마이드 세럼 30ml 2입,5.0,positive,"아누아 제품이 저랑잘맞아서 이것저것 잘 사용하고있어요~!
성분도 괜찮고 발림성이나 흡수력도 마음에 들어서 여름에도 잘사용했고 곧 쌀쌀해지면 가을까지도 촉촉하게 잘 사용할것같습니다 피부톤아 밝아져라ㅠㅠ제발~~ 기대하면서 사용중 ㅎ",2024-09-21
oliveyoung,maskpack,[역대급증정/4매입/5종쿨링리프팅] 에스네이처 아쿠아 스쿠알란 수분크림 랩핑마스크 4매 기획 (+발렌 스티커팩),2.0,negative,다들 이거 촉촉하다하는데 왜 저는 엌던 방법을 써도 속건조가 느껴지죠ㅜ,2026-04-19
musinsa,,아쿠아 오아시스 토너 300ml,5.0,positive,"촉촉하고 좋아요.
약간의 점성이 있어서 바르자마자 건조한 느낌이 들지 않아 좋습니다.",
oliveyoung,skincare,[포켓몬 에디션]오브제 포어 제로 프레쉬 올인원 150ml 단품/기획 2종 택1(+꼬부기 키캡키링),4.0,positive,"아부지 사드렼ㅅ어요 
올인원 제품이 많이 없는디 
지성피부에 추천",2026-01-03
oliveyoung,skincare,셀리맥스 브라이트닝 모공잡티크림 35ml 기획 (+7ml*2),4.0,positive,자극 없고 발림성 좋아요. 전체적으로 톤이 환해지긴 하는데 보습은 약한 편이라 속당김이 약간 있네요. 다른 수분크림이나 앰플을 더해 주면 괜찮아요!,2026-06-14
coupang,클렌징폼,"라곰 셀럽 마이크로 폼 클렌저, 150ml, 1개",5.0,positive,"가격이 좀 나가나 싶어서 다른거 살까 했거든요 원플러스원이 많으니까요 근데. 세정력좋고. 그래도 피부에 직접 닿는거니까 한번써보자 해서 구매했는데 세정력도 좋고. 기본적인 피부인데 잘 맞아요 신랑도 좋다고 하네요. 유통기한은 28년도로 넉넉하고. 씰이 붙어있어요 

향도 그냥 기본적인 프레쉬한 향입니다 
150미리 구매했구요 너무 크지도 작지도 않아요 다음날 바로배송왔습니다",2025-12-03
musinsa,,루트젠 뿌리볼륨 탈모전문케어 샴푸/트리트먼트 515ml (옵션),2.0,negative,성분이 자극적이어서 그런지 예민성 두피라 머리가 더 마니 빠져서 다른 샴푸로 갈아탔어요,
oliveyoung,cleansing,에스트라 테라크네365 클리어 딥 클렌징 폼 200g,5.0,positive,"건성 민감성 피부입니다 임산부 친구 추천으로 하나 선물하고 저도 같은거 하나 더 구매했어요 
약산성 폼클렌징만 쓰다보니까 좁쌀여드름이 갑자기 너무 폭팔해서 찾아보니까 알카리성제품이랑 같이 병행해서 써야한다해서 찾아보는데 이미 약산성에 길들여져있어서 알카리성 빡빡한 제품을 못쓰겠더라고요 ㅠㅠ 그나마 순하고 중성이 가까워서 엄청 빡빡하게 닦이는 폼클렌징말고 적당히 빡빡하되 순한제품 찾다가 이제품 추천받아서 사봤습니다 
친구네에서 써봤을때는 건성인 저한테는 다소 너무 세게닦이는 느낌이였는데 거품기 써서 다시 잘 써보려구요 

일단 에스트라 제품을 애정하기에 믿어보겠습니다 
Ph가 잘 명시가 안되있었던걸로 기억하는데 알카리성은 아니였고 중성인가 중성에 가까운 약산성이였나 하여튼 미끄덩 거리는 제품은 아니였어요

건성분들은 세안후 당길수 있으니 다른제품이랑 병행하면서 사용하시던 아침 저녁세안 달리하시는것 추천드립니다!",2023-12-28
coupang,쿠션팩트,"한스킨 세미매트 블레미쉬 커버 컨실 쿠션파운데이션 본품 11g + 리필 11g, N21 크림, 1개",5.0,positive,커버력은 진짜 말모말모 피부 잡티 기미 뾰루지도 다 가려줘서 컨실러 따로 안해도 되고요 모공이나 볼록볼록 요철 커버도 손쉽게 된답니당 21호는 밝고 화사해서 잿빛 이런거 없어요 지성피부 개기름도 싹잡아주니까 뽀송뽀송해요,2023-09-13
musinsa,,[SET] 다이브인 무기자차 마일드 선크림 60ml x 2개 (+모이스처 선크림 20ml),5.0,positive,백탁현상이 과하지않고 톤업되는정도라서 좋아요 발림성도좋음,
oliveyoung,suncare,[오선우pick/리뉴얼] 아누아 어성초 실키 모이스처 선크림 50ml 더블 기획,5.0,positive,"🧴
발림성이 로션같아요!!!! 선크림인데 로션같고 무게감도 가벼워요 😽😽 선크림은 답답할 때가 많은데 이 제품은 안 그랬어요. 바를 때는 촉촉하고 마무리감은 지성기준으로 적당한 유분기가 있는 정도여서 괜찮았어요. 건성분들이 쓰시면 더 좋을 거 같긴 합니다! 유분이 많은 편은 아니라서 모든 피부 타입 다 괜찮아요 👍👍
🤍
전에 쓰다가 또 구매한건데 매우 만족해요. 화장하기 전에도 바르는데 화장도 잘먹고 좋아요!!! 잘못 사용하면 트러블이 올라오는 편인데 전혀 그런 건 없었습니다. 선크림 고민하시는 분들께 추천드리고싶어요 👍👍",2026-05-04
coupang,파운데이션,대라 캉 드 루미밤 다크닝 없는 스틱 파운데이션 밤 밀착커버 모공 잡티 기미 속광 홍조 스팟 주근깨 좁쌀,5.0,positive,"출산 후에 기미가 확 올라와서 진짜 스트레스였거든요ㅠㅠ
파운데이션으로 가리면 두꺼워지고, 안 바르면 더 신경 쓰이고…

그래서 요즘 캉 드 루미밤 쓰고 있는데 
이거 생각보다 너무 괜찮아요

일단 텍스처가 진짜 부드럽고 크리미해서 
바를 때 밀림 없이 착- 올라가고,
바르고 나면 피부가 매끈하게 정리되면서 
자연스럽게 ‘깐달걀 광’ 느낌 나요✨그래서 깐달걀 광 인가봉갘ㅋㅋ

특히 좋은 게 메이크업이랑 스킨케어를 동시에 하는 느낌이라
시간 없을 때 이거 하나로 피부 정돈되는 게 너무 편해요!

그리고 제일 만족한 포인트는… 기미 커버 굳....
완벽하게 가리는 건 아니지만, 덧바를수록 피부톤이 맑아지면서
기미가 자연스럽게 블러 처리되는 느낌이라 훨씬 스트레스 덜해요ㅠㅠ

두껍게 올리는 느낌이 아니라서 답답함도 없고,
휴대성도 편해서
수정용으로도 가볍게 덧바르기 좋아서 요즘 매일 쓰는 중이에요
이거 왜 이제 알았냐구요 ㅠㅠ",2026-03-31
oliveyoung,maskpack,[7+1매] 바이오던스 리얼 딥 마스크 7+1매 기획 (콜라겐/세라놀/씨켈프),5.0,positive,"콜라겐 성분 많이 들어갓다는 마스크라 그런지 피부에 밀착력이 높았당. 사용 후 피부에 뭔가 채워지는 느낌이 들었고, 밤새 붙여도 들뜨지 않고 편안했당",2025-09-17
oliveyoung,skincare,[포켓몬에디션/3일 집중진정]브링그린 징크테카 트러블 세럼 (대용량기획),5.0,positive,"찐찐템😍
내가 앰플이 정말 많아서 단품으로 구매했는데 진짜 후회중이야..
아직 1달도 안지났는데 벌써 3분의 2는 다썼어..ㅠ
기획으로 구매할걸..

피부 뒤집어지고나서 얘 정말 잘 썼어ㅠ
급하게 큰 불은 아이소x 응급세럼으로 어느정도 처리했는데..
문제가 자잘한 좁쌀들ㅠ

그러던 도중에 얘가 좁쌀에 좋다고 하길래 구매해봤어!
써보니까 진짜 확실히 좋더라..

제형자체는 처음에는 너무 끈적거릴 것 같지만
막상 피부에 닿으면 완전 가벼운 발림성이야!

냄새가 약간 호불호 갈릴 수 있을 것 같긴한데..
약간 숲+박하냄새?
나는 막 크게 거슬릴 정도는 아니여서 괜찮았어ㅋㅋ

얘 가격은 내가 진짜 꼼꼼하게 정보수집해왔는데
단품기준 올영정가는 22,000원이고
나는 할인해서 13,320원에서 구매했어!

더블기획은 올영라이브때 19,600원까지 내려갔고 (이게 최대인 것 같아)
오특일 때는 가격이 제각각인데.. 보통 22,600원 or 21,240원인 것 같아!
네이버에서 페이백?해줄 때 구매하면 더 저렴하게 살 수도 있는 것 같으니까 다들 참고해!

내 찐템인만큼 다들 조금이라도 더 저렴하게 구매했으면 좋겠다는 마음에서 열심히 가격정보 조사해뒀어🥺
👍도움이 돼요👍 눌러주면 다음에도 꼼꼼하게 조사해서 돌아올께~~ 오늘도 내 리뷰 읽어줘서 고마워!",2024-05-06
coupang,아이섀도,"아임미미 아임스틱 섀도우 섀도시머, 005 토프트링킷, 1개",4.0,positive,"눈에 하이라이트 주려고 샀는데 
스틱 섀도 이만한게 없느것 같아요. 
다른곳보다 저렴하게 샀고 색상도 마음에 들어요. 
눈매가 더 또렷하게 보이는것 같고 
펄이 너무 과하지 않아서 더 좋은 것 같아요. 
다른 색상도 구입할 의향이 있어요.",2021-03-04
musinsa,,스킨 베리어 카밍 로션 이엑스 220ml,5.0,positive,"아침에 촉촉하고 간단하게 바르기
좋아요 웬만한 크림보다
가볍고 산뜻합니다.",
musinsa,,[유승호 PICK] 포뷰트 텍스처 쉐이크 스프레이 100ml,5.0,positive,마른상태의 머리에 사방에 한번씩 뿌리고 손으로 슥슥 문지르면 자연스럽게 머리스타일이 만들어지는것 같아요 만족합니다,
musinsa,,4주 솔루션 두피앰플 3SET,4.0,positive,한달썼는데 아직 뭐가 달라졌는지는 모르겠지만 좀 더 써봐야죵,
musinsa,,빠지는 모발 고민해결 두피강화 샴푸 400ml + 증정,5.0,positive,샴푸하고난 뒤에도 모발이 마르지 않아서 좋아요!,
oliveyoung,suncare,[사용감 개선] 식물나라 가벼운 수분 선 젤 60ml 단품/2입 기획,5.0,positive,"촉촉하고 집에서도 기본으로는 바르고 있어요
가성비 용 으로 구입했고
사용해보니 장점이 많은제품이네요 ^^",2026-03-20
coupang,쿠션팩트,"포니이펙트 하이퍼 프로텍션 쿠션 파운데이션 15g, 002 내추럴 아이보리, 1개",5.0,positive,"오우! 케이스가 눈에 먼저 들어오더라구요~!
고급지묜서 예쁜?!♥ 반해써요ㅋㅋ
퍼프로 얇게 톡톡 바르니 촥! 밀착되게 발려요~
두껍게 바르는 걸 안좋아하다보니, 소량 뭍혀 자연스러운 피부를 만들기 좋더라구요!
커버력을 좀더 올리려면 팩트를 좀더 많이 찍어 바르면 될꺼 같지만, 전 충분히 만족스럽네요^^",2025-01-22
